timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-08T07:15:13,codecarbon,48f91c28-7c27-4fcd-9ca6-7e69152fa06e,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,3179.7434660580475,0.815415327314996,0.0002564406015828,42.5,2352.216631429711,48.0,0.0375385937499385,2.1270983916773534,0.0423316626606509,2.2069686480879414,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,80,Intel(R) Xeon(R) Platinum 8468,4,4 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
2024-12-11T19:19:25,codecarbon,f9ce0e5c-e809-4f85-a1a2-4a0437b6983b,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,6612.74841110711,0.8501796343960955,0.0001285667594684368,42.5,1179.9336756501389,48.0,0.07806707523798716,2.134901806808969,0.08809136970647614,2.301060251753431,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,40,Intel(R) Xeon(R) Platinum 8468,2,2 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
