timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-11-30T10:47:05,codecarbon,4adc6301-86a3-44e2-aff6-706ab6f69756,33043.74663257599,2.496727370281709,7.555824095988935e-05,140.0,82.973,188.84235763549805,1.285022726935812,3.5083304982259538,1.7844079059091174,6.577761131070891,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.2.2,32,AMD EPYC 7763 64-Core Processor,1,1 x NVIDIA A100-SXM4-80GB,-97.822,37.751,503.5796203613281,machine,N
2024-12-07T03:41:48,codecarbon,244fd19d-5635-41ce-90f1-8db172bb510c,8445.984458684921,1.6167491611784526,0.00019142222781572439,140.0,378.01300000000003,188.84235763549805,0.32845241489807725,3.4888895356467104,0.44206975682604205,4.259411707370828,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.2.2,80,AMD EPYC 7763 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,-97.822,37.751,503.5796203613281,machine,N
