timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-10T20:04:52,codecarbon,18962e6f-68d5-4c32-b92a-4aa1b02418e5,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,2561.191215662984,0.607136558413951,0.000237052413229,42.5,2225.060564499554,48.0,0.0302362494108991,1.578922465359184,0.0340914237081042,1.6432501384781866,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,80,Intel(R) Xeon(R) Platinum 8468,4,4 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
2024-12-12T06:01:04,codecarbon,1176a544-720b-4bb9-b983-9be24973a5e2,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,4795.182917230995,0.6140103778428676,0.00012804733175797832,42.5,1165.3960198694672,48.0,0.05660971791554146,1.5413556453057515,0.06388916428915535,1.6618545275104477,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,40,Intel(R) Xeon(R) Platinum 8468,2,2 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
