timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-10T18:16:50,codecarbon,4477373f-a8cd-4e54-a09c-03dd6b74d57e,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,3149.281661957968,0.7462161749961964,0.0002369480583493,42.5,2199.139116658617,48.0,0.0371789797883367,1.9405773527384176,0.0419208157254755,2.0196771482522307,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,80,Intel(R) Xeon(R) Platinum 8468,4,4 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
2024-12-12T01:14:07,codecarbon,0ea81b70-dfa9-451a-b718-3e70f87054b2,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,5701.2957198561635,0.7495165444932549,0.00013146424625596587,42.5,409.25075883858364,48.0,0.06730689018706051,1.8853428707730921,0.07596002782889331,2.028609788789045,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,40,Intel(R) Xeon(R) Platinum 8468,2,2 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
