timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-15T15:29:00,codecarbon,ab98d4dd-7799-4f87-8068-837cb7afe251,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,2249.6192710441537,0.256744749123556,0.0001141280893297,42.5,1069.2877043743056,48.0,0.0265579724922556,0.6383645006911921,0.0299720092917419,0.6948944824751903,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,40,Intel(R) Xeon(R) Platinum 8468,2,2 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
2024-12-15T22:35:59,codecarbon,348d1434-fafb-404e-8770-94f2d31b007c,pkqh9CiOkp4MkPqRqM_k8Xc3mwBRpojS3RayIk1i5Pg,1259.2883876829874,0.2556130922251003,0.0002029821720943624,42.5,1960.8551682757777,48.0,0.014866578001337375,0.6602066417760017,0.01675836798441907,0.6918315877617588,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.8.0,80,Intel(R) Xeon(R) Platinum 8468,4,4 x NVIDIA H100 80GB HBM3,-97.822,37.751,128,machine,N,1.0
