timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-12-03T10:51:53,codecarbon,b898aad6-a580-417f-a202-4ac83ad3c447,35139.14015126228,2.732566709385843,0.000177937384992,140.0,65.62,188.84235763549805,1.3665139380216615,6.489563011772,8.6166428032587,16.472719753052374,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.2.2,128,AMD EPYC 7763 64-Core Processor,1,1 x NVIDIA A100-SXM4-80GB,-97.822,37.751,503.5796203613281,machine,N
2024-12-06T22:51:39,codecarbon,3211190a-ee1a-4725-a8b8-69fbcdb9545e,9072.725194692612,1.7162976068905686,0.00018917112224390675,140.0,370.81,188.84235763549805,0.3528253799663652,3.696722016989307,0.4721299885415541,4.521677385497228,United States,USA,,,,Linux-3.10.0-1160.119.1.el7.x86_64-x86_64-with-glibc2.17,3.12.7,2.2.2,80,AMD EPYC 7763 64-Core Processor,4,4 x NVIDIA A100-SXM4-80GB,-97.822,37.751,503.5796203613281,machine,N
